protein_1,protein_2,label
511145.b3635,511145.b4203,0
511145.b1983,511145.b3319,0
511145.b1712,511145.b3058,0
511145.b3059,511145.b3887,0
511145.b1221,511145.b3019,0
511145.b0953,511145.b1880,0
511145.b0048,511145.b1211,0
511145.b2812,511145.b3985,0
511145.b1922,511145.b2894,0
511145.b0945,511145.b1861,0
511145.b3652,511145.b3983,0
511145.b0009,511145.b4147,0
511145.b0169,511145.b2213,0
511145.b3208,511145.b3406,0
511145.b0091,511145.b3302,0
511145.b2747,511145.b3833,0
511145.b0492,511145.b3307,0
511145.b2147,511145.b4174,0
511145.b1854,511145.b2423,0
511145.b0104,511145.b1612,0
511145.b3186,511145.b3941,0
511145.b1282,511145.b2213,0
511145.b1260,511145.b3734,0
511145.b0473,511145.b3185,0
511145.b2566,511145.b3425,0
511145.b1094,511145.b2890,0
511145.b0912,511145.b2096,0
511145.b1123,511145.b3736,0
511145.b1858,511145.b2827,0
511145.b3425,511145.b4391,0
511145.b3228,511145.b3992,0
511145.b1391,511145.b3282,0
511145.b0243,511145.b3315,0
511145.b0724,511145.b3296,0
511145.b2961,511145.b3320,0
511145.b1211,511145.b3700,0
511145.b3701,511145.b3984,0
511145.b1208,511145.b4292,0
511145.b0180,511145.b1949,0
511145.b3058,511145.b4005,0
511145.b1130,511145.b3297,0
511145.b3486,511145.b3986,0
511145.b0724,511145.b4168,0
511145.b0607,511145.b1557,0
511145.b3176,511145.b3230,0
511145.b2147,511145.b2606,0
511145.b1175,511145.b2567,0
511145.b2567,511145.b3560,0
511145.b2049,511145.b3058,0
511145.b0072,511145.b3649,0
511145.b0014,511145.b3425,0
511145.b3249,511145.b3733,0
511145.b0042,511145.b2890,0
511145.b3203,511145.b3384,0
511145.b1211,511145.b3833,0
511145.b2960,511145.b3809,0
511145.b0169,511145.b0243,0
511145.b0133,511145.b4202,0
511145.b0660,511145.b2147,0
511145.b1391,511145.b3146,0
511145.b2319,511145.b3307,0
511145.b0408,511145.b4203,0
511145.b0143,511145.b1681,0
511145.b1261,511145.b4142,0
511145.b0810,511145.b1261,0
511145.b0286,511145.b2830,0
511145.b0878,511145.b3320,0
511145.b3463,511145.b3982,0
511145.b0892,511145.b3341,0
511145.b1211,511145.b3568,0
511145.b0777,511145.b4059,0
511145.b0642,511145.b0785,0
511145.b1983,511145.b3461,0
511145.b1391,511145.b2926,0
511145.b1391,511145.b3066,0
511145.b0945,511145.b4203,0
511145.b0114,511145.b3783,0
511145.b0472,511145.b3386,0
511145.b0101,511145.b2023,0
511145.b1125,511145.b3470,0
511145.b2890,511145.b3058,0
511145.b0451,511145.b1282,0
511145.b2942,511145.b3305,0
511145.b0133,511145.b3296,0
511145.b0399,511145.b0907,0
511145.b2414,511145.b3568,0
511145.b0492,511145.b1260,0
511145.b0071,511145.b3301,0
511145.b1683,511145.b3305,0
511145.b3463,511145.b3856,0
511145.b1207,511145.b3066,0
511145.b1917,511145.b2147,0
511145.b2507,511145.b3309,0
511145.b0680,511145.b4005,0
511145.b0086,511145.b0907,0
511145.b3203,511145.b3386,0
511145.b0085,511145.b2569,0
511145.b1608,511145.b3186,0
511145.b0492,511145.b3305,0
511145.b0023,511145.b4006,0
511145.b1084,511145.b3058,0
511145.b1391,511145.b2898,0
511145.b1209,511145.b1623,0
511145.b3011,511145.b3887,0
511145.b0440,511145.b0661,0
511145.b0133,511145.b4000,0
511145.b2781,511145.b2997,0
511145.b1637,511145.b2496,0
511145.b1288,511145.b1679,0
511145.b0492,511145.b3731,0
511145.b1247,511145.b3185,0
511145.b0169,511145.b3137,0
511145.b1682,511145.b2812,0
511145.b3026,511145.b3311,0
511145.b2330,511145.b3559,0
511145.b2061,511145.b2699,0
511145.b0051,511145.b0386,0
511145.b0029,511145.b4203,0
511145.b3552,511145.b3887,0
511145.b0782,511145.b2891,0
511145.b0972,511145.b3349,0
511145.b2411,511145.b3203,0
511145.b0178,511145.b2961,0
511145.b1887,511145.b3981,0
511145.b1714,511145.b1779,0
511145.b0095,511145.b2025,0
511145.b2061,511145.b3363,0
511145.b1204,511145.b2127,0
511145.b0009,511145.b1656,0
511145.b1882,511145.b2167,0
511145.b1870,511145.b1983,0
511145.b0091,511145.b2061,0
511145.b0133,511145.b0215,0
511145.b0090,511145.b0655,0
511145.b0133,511145.b1117,0
511145.b2698,511145.b3256,0
511145.b0078,511145.b3992,0
511145.b3176,511145.b3702,0
511145.b1095,511145.b3064,0
511145.b0009,511145.b1090,0
511145.b1972,511145.b2516,0
511145.b0173,511145.b1922,0
511145.b3734,511145.b3887,0
511145.b2552,511145.b3321,0
511145.b1866,511145.b2531,0
511145.b2698,511145.b3302,0
511145.b0654,511145.b3005,0
511145.b1683,511145.b3809,0
511145.b2441,511145.b2563,0
511145.b0173,511145.b0710,0
511145.b0091,511145.b1209,0
511145.b1719,511145.b1803,0
511145.b1716,511145.b4006,0
511145.b1135,511145.b2025,0
511145.b1857,511145.b3931,0
511145.b0053,511145.b0912,0
511145.b0090,511145.b3405,0
511145.b0051,511145.b3058,0
511145.b0104,511145.b3941,0
511145.b3315,511145.b3935,0
511145.b2511,511145.b2908,0
511145.b2698,511145.b3734,0
511145.b0688,511145.b3295,0
511145.b1763,511145.b3342,0
511145.b2414,511145.b4202,0
511145.b2127,511145.b3941,0
511145.b0945,511145.b1860,0
511145.b0728,511145.b3644,0
511145.b1244,511145.b1282,0
511145.b0090,511145.b3318,0
511145.b0089,511145.b3181,0
511145.b2024,511145.b3732,0
511145.b2606,511145.b4389,0
511145.b3256,511145.b3470,0
511145.b3470,511145.b3983,0
511145.b0095,511145.b3360,0
511145.b2423,511145.b3146,0
511145.b1683,511145.b2620,0
511145.b1127,511145.b3304,0
511145.b1712,511145.b2595,0
511145.b1882,511145.b3893,0
511145.b3636,511145.b3699,0
511145.b1858,511145.b3960,0
511145.b0072,511145.b3321,0
511145.b1263,511145.b3296,0
511145.b1863,511145.b2151,0
511145.b1086,511145.b4136,0
511145.b0710,511145.b1000,0
511145.b1084,511145.b3727,0
511145.b0697,511145.b1000,0
511145.b0724,511145.b2540,0
511145.b1209,511145.b3247,0
511145.b2074,511145.b3982,0
511145.b0409,511145.b1682,0
511145.b0191,511145.b0472,0
511145.b0210,511145.b2185,0
511145.b0051,511145.b2023,0
511145.b1185,511145.b2528,0
511145.b1983,511145.b3706,0
511145.b0832,511145.b3255,0
511145.b3320,511145.b3360,0
511145.b0713,511145.b2608,0
511145.b0071,511145.b3736,0
511145.b2528,511145.b2679,0
511145.b0173,511145.b1391,0
511145.b2894,511145.b4147,0
511145.b1175,511145.b3727,0
511145.b0023,511145.b0882,0
511145.b3306,511145.b3960,0
511145.b0416,511145.b1135,0
511145.b0085,511145.b2960,0
511145.b0078,511145.b2837,0
511145.b0473,511145.b3344,0
511145.b2961,511145.b4005,0
511145.b0892,511145.b3310,0
511145.b0098,511145.b3177,0
511145.b1918,511145.b4147,0
511145.b1094,511145.b3011,0
511145.b0416,511145.b2023,0
511145.b2960,511145.b4143,0
511145.b0908,511145.b3406,0
511145.b0091,511145.b2569,0
511145.b3608,511145.b3986,0
511145.b1612,511145.b1881,0
511145.b0606,511145.b2025,0
511145.b0605,511145.b2528,0
511145.b0785,511145.b2676,0
511145.b2412,511145.b2798,0
511145.b2779,511145.b4203,0
511145.b1608,511145.b2868,0
511145.b3935,511145.b4384,0
511145.b0086,511145.b1716,0
511145.b1131,511145.b3203,0
511145.b0420,511145.b3185,0
511145.b0438,511145.b2316,0
511145.b0041,511145.b1925,0
511145.b1633,511145.b3929,0
511145.b0168,511145.b2316,0
511145.b0912,511145.b3403,0
511145.b0913,511145.b3030,0
511145.b0435,511145.b1940,0
511145.b1081,511145.b1603,0
511145.b2235,511145.b3311,0
511145.b0071,511145.b0143,0
511145.b2609,511145.b4058,0
511145.b1264,511145.b4202,0
511145.b0407,511145.b3725,0
511145.b0733,511145.b0881,0
511145.b0945,511145.b1823,0
511145.b1130,511145.b4099,0
511145.b0144,511145.b1261,0
511145.b0149,511145.b0170,0
511145.b3960,511145.b3982,0
511145.b0144,511145.b3169,0
511145.b1698,511145.b1944,0
511145.b0605,511145.b1117,0
511145.b0115,511145.b3064,0
511145.b0525,511145.b3612,0
511145.b1207,511145.b3462,0
511145.b1807,511145.b3983,0
511145.b2200,511145.b2968,0
511145.b0170,511145.b1208,0
511145.b3892,511145.b4381,0
511145.b0407,511145.b2894,0
511145.b0407,511145.b1858,0
511145.b3328,511145.b3560,0
511145.b0051,511145.b0783,0
511145.b0785,511145.b1207,0
511145.b2284,511145.b3300,0
511145.b2918,511145.b3464,0
511145.b2565,511145.b3295,0
511145.b2066,511145.b2898,0
511145.b3317,511145.b3385,0
511145.b2746,511145.b3985,0
511145.b3300,511145.b4005,0
511145.b1000,511145.b3296,0
511145.b0033,511145.b2496,0
511145.b0180,511145.b0634,0
511145.b1920,511145.b3732,0
511145.b3341,511145.b4389,0
511145.b0066,511145.b4399,0
511145.b0879,511145.b3983,0
511145.b1263,511145.b4153,0
511145.b1822,511145.b3941,0
511145.b0169,511145.b2024,0
511145.b1133,511145.b3300,0
511145.b1859,511145.b3734,0
511145.b0144,511145.b1823,0
511145.b1991,511145.b3703,0
511145.b0144,511145.b2540,0
511145.b0180,511145.b2131,0
511145.b0071,511145.b3192,0
511145.b1623,511145.b3261,0
511145.b2529,511145.b3612,0
511145.b0156,511145.b3568,0
511145.b2616,511145.b4202,0
511145.b1391,511145.b3700,0
511145.b2198,511145.b2868,0
511145.b0437,511145.b2319,0
511145.b1812,511145.b3981,0
511145.b0072,511145.b3783,0
511145.b0399,511145.b1630,0
511145.b1749,511145.b3316,0
511145.b1871,511145.b2781,0
511145.b3186,511145.b4399,0
511145.b3636,511145.b4398,0
511145.b3146,511145.b3199,0
511145.b1608,511145.b3172,0
511145.b1823,511145.b2565,0
511145.b0166,511145.b4129,0
511145.b0826,511145.b4147,0
511145.b0237,511145.b2024,0
511145.b2925,511145.b3230,0
511145.b1135,511145.b2024,0
511145.b0095,511145.b4168,0
511145.b0727,511145.b3566,0
511145.b1130,511145.b1682,0
511145.b2526,511145.b2573,0
511145.b2061,511145.b4005,0
511145.b1204,511145.b2608,0
511145.b1260,511145.b3318,0
511145.b0654,511145.b1969,0
511145.b0832,511145.b3165,0
511145.b2307,511145.b2346,0
511145.b0198,511145.b4005,0
511145.b0879,511145.b3341,0
511145.b0386,511145.b2746,0
511145.b2781,511145.b3960,0
511145.b2414,511145.b3231,0
511145.b0661,511145.b1208,0
511145.b2286,511145.b4473,0
511145.b0172,511145.b0913,0
511145.b0029,511145.b3318,0
511145.b0086,511145.b1863,0
511145.b2153,511145.b2309,0
511145.b1879,511145.b3261,0
511145.b1261,511145.b3230,0
511145.b3297,511145.b3451,0
511145.b1095,511145.b1860,0
511145.b1695,511145.b2029,0
511145.b0610,511145.b1859,0
511145.b2422,511145.b3687,0
511145.b0945,511145.b2697,0
511145.b2424,511145.b3342,0
511145.b1092,511145.b3058,0
511145.b3311,511145.b3386,0
511145.b0437,511145.b0810,0
511145.b0525,511145.b1131,0
511145.b3781,511145.b4006,0
511145.b0194,511145.b2698,0
511145.b0158,511145.b1175,0
511145.b0680,511145.b2565,0
511145.b0161,511145.b3917,0
511145.b3809,511145.b4168,0
511145.b2528,511145.b3607,0
511145.b1863,511145.b4173,0
511145.b3297,511145.b4052,0
511145.b0810,511145.b3308,0
511145.b0086,511145.b4153,0
511145.b1221,511145.b2282,0
511145.b0908,511145.b3462,0
511145.b0085,511145.b3317,0
511145.b2412,511145.b3059,0
511145.b2679,511145.b2894,0
511145.b2201,511145.b2676,0
511145.b0429,511145.b1679,0
511145.b3183,511145.b3931,0
511145.b2594,511145.b2614,0
511145.b2023,511145.b3314,0
511145.b0741,511145.b1682,0
511145.b0442,511145.b1208,0
511145.b0438,511145.b2960,0
511145.b0041,511145.b3838,0
511145.b1073,511145.b3194,0
511145.b0051,511145.b0133,0
511145.b1162,511145.b3701,0
511145.b0438,511145.b3294,0
511145.b2925,511145.b3470,0
511145.b0399,511145.b3849,0
511145.b2025,511145.b2891,0
511145.b1632,511145.b3152,0
511145.b2024,511145.b3741,0
511145.b1183,511145.b3301,0
511145.b2813,511145.b3345,0
511145.b1937,511145.b3452,0
511145.b0492,511145.b2610,0
511145.b0093,511145.b1857,0
511145.b2147,511145.b3318,0
511145.b1697,511145.b2476,0
511145.b1084,511145.b1913,0
511145.b2948,511145.b3738,0
511145.b0655,511145.b3302,0
511145.b2508,511145.b3462,0
511145.b1682,511145.b3320,0
511145.b1680,511145.b3208,0
511145.b0759,511145.b3316,0
511145.b2779,511145.b3424,0
511145.b3316,511145.b4398,0
511145.b1163,511145.b4539,0
511145.b1807,511145.b1937,0
511145.b0779,511145.b2780,0
511145.b1466,511145.b3454,0
511145.b0720,511145.b1681,0
511145.b3192,511145.b3919,0
511145.b1261,511145.b3730,0
511145.b0947,511145.b3282,0
511145.b0442,511145.b3725,0
511145.b0728,511145.b3406,0
511145.b0610,511145.b3206,0
511145.b0697,511145.b3983,0
511145.b1124,511145.b3341,0
511145.b3298,511145.b3359,0
511145.b0351,511145.b3235,0
511145.b3282,511145.b3461,0
511145.b0176,511145.b2606,0
511145.b2968,511145.b3336,0
511145.b0015,511145.b2747,0
511145.b1107,511145.b3296,0
511145.b0429,511145.b1207,0
511145.b3181,511145.b4245,0
511145.b0131,511145.b0435,0
511145.b1209,511145.b3741,0
511145.b1949,511145.b2197,0
511145.b1208,511145.b2147,0
511145.b0210,511145.b2500,0
511145.b1221,511145.b3250,0
511145.b0071,511145.b1212,0
511145.b3425,511145.b3608,0
511145.b0711,511145.b3312,0
511145.b0659,511145.b2837,0
511145.b1983,511145.b3236,0
511145.b0954,511145.b2569,0
511145.b0093,511145.b2130,0
511145.b0740,511145.b2309,0
511145.b2746,511145.b3732,0
511145.b1117,511145.b3607,0
511145.b0115,511145.b0659,0
511145.b2608,511145.b3839,0
511145.b3919,511145.b4097,0
511145.b0627,511145.b2677,0
511145.b0933,511145.b3934,0
511145.b0908,511145.b4143,0
511145.b0081,511145.b3984,0
511145.b2025,511145.b3917,0
511145.b1074,511145.b3137,0
511145.b1135,511145.b3857,0
511145.b1174,511145.b2599,0
511145.b3244,511145.b4122,0
511145.b0688,511145.b1823,0
511145.b0710,511145.b2316,0
511145.b0156,511145.b2277,0
511145.b0231,511145.b2330,0
511145.b0042,511145.b3193,0
511145.b1117,511145.b1261,0
511145.b1221,511145.b2891,0
511145.b0492,511145.b2961,0
511145.b0839,511145.b3310,0
511145.b1920,511145.b4245,0
511145.b2780,511145.b3407,0
511145.b2185,511145.b3064,0
511145.b0954,511145.b2496,0
511145.b0907,511145.b3635,0
511145.b0832,511145.b2281,0
511145.b1466,511145.b3856,0
511145.b1683,511145.b4105,0
511145.b2500,511145.b4000,0
511145.b3320,511145.b3941,0
511145.b0243,511145.b3193,0
511145.b0710,511145.b3453,0
511145.b1117,511145.b3736,0
511145.b0409,511145.b3303,0
511145.b2678,511145.b2890,0
511145.b1263,511145.b3736,0
511145.b0912,511145.b3781,0
511145.b1749,511145.b2511,0
511145.b3305,511145.b3359,0
511145.b0051,511145.b0072,0
511145.b1107,511145.b3783,0
511145.b0285,511145.b3936,0
511145.b0393,511145.b3731,0
511145.b0156,511145.b4292,0
511145.b1074,511145.b1714,0
511145.b2235,511145.b2507,0
511145.b0972,511145.b3781,0
511145.b0637,511145.b1176,0
511145.b0176,511145.b1718,0
511145.b0892,511145.b3307,0
511145.b0688,511145.b3290,0
511145.b0630,511145.b1719,0
511145.b3342,511145.b3912,0
511145.b2167,511145.b3984,0
511145.b1779,511145.b3412,0
511145.b3560,511145.b3917,0
511145.b1611,511145.b1716,0
511145.b2781,511145.b3177,0
511145.b2048,511145.b3315,0
511145.b3319,511145.b4122,0
511145.b1109,511145.b3295,0
511145.b0724,511145.b3177,0
511145.b0934,511145.b2533,0
511145.b0480,511145.b3314,0
511145.b2309,511145.b3983,0
511145.b2747,511145.b4179,0
511145.b0420,511145.b1861,0
511145.b3842,511145.b3957,0
511145.b2323,511145.b3165,0
511145.b0391,511145.b2079,0
511145.b1393,511145.b3464,0
511145.b1183,511145.b3341,0
511145.b0071,511145.b0144,0
511145.b2528,511145.b3917,0
511145.b1090,511145.b3740,0
511145.b0659,511145.b2779,0
511145.b1822,511145.b3552,0
511145.b0215,511145.b1779,0
511145.b0067,511145.b3186,0
511145.b0588,511145.b3301,0
511145.b2316,511145.b3701,0
511145.b0046,511145.b4203,0
511145.b2029,511145.b3201,0
511145.b3228,511145.b3919,0
511145.b1922,511145.b3309,0
511145.b0071,511145.b3321,0
511145.b0068,511145.b1363,0
511145.b0090,511145.b3839,0
511145.b1749,511145.b2599,0
511145.b2533,511145.b3311,0
511145.b1609,511145.b3231,0
511145.b1465,511145.b2221,0
511145.b0454,511145.b1079,0
511145.b2239,511145.b3249,0
511145.b0659,511145.b3833,0
511145.b2608,511145.b3912,0
511145.b0783,511145.b3929,0
511145.b2599,511145.b3406,0
511145.b0053,511145.b3316,0
511145.b0067,511145.b2810,0
511145.b2178,511145.b3407,0
511145.b0442,511145.b0588,0
511145.b0857,511145.b1940,0
511145.b2529,511145.b3357,0
511145.b3019,511145.b3341,0
511145.b3783,511145.b4006,0
511145.b3176,511145.b3308,0
511145.b2185,511145.b3011,0
511145.b0779,511145.b3809,0
511145.b2127,511145.b2699,0
511145.b2614,511145.b2908,0
511145.b0710,511145.b2023,0
511145.b3386,511145.b3781,0
511145.b2185,511145.b3839,0
511145.b1922,511145.b2025,0
511145.b0179,511145.b2812,0
511145.b0215,511145.b0654,0
511145.b1000,511145.b2609,0
511145.b2808,511145.b4231,0
511145.b0892,511145.b4468,0
511145.b0888,511145.b1823,0
511145.b0630,511145.b3738,0
511145.b0172,511145.b3973,0
511145.b2552,511145.b3737,0
511145.b1718,511145.b2908,0
511145.b0407,511145.b2222,0
511145.b0856,511145.b1712,0
511145.b1212,511145.b2526,0
511145.b2837,511145.b3297,0
511145.b1077,511145.b3185,0
511145.b1175,511145.b4261,0
511145.b1095,511145.b3733,0
511145.b0430,511145.b3341,0
511145.b2527,511145.b4052,0
511145.b0095,511145.b0724,0
511145.b1209,511145.b2569,0
511145.b1612,511145.b3781,0
511145.b0262,511145.b3836,0
511145.b2125,511145.b3386,0
511145.b1698,511145.b2910,0
511145.b0827,511145.b3936,0
511145.b1857,511145.b4259,0
511145.b0933,511145.b3176,0
511145.b3203,511145.b4005,0
511145.b0072,511145.b1683,0
511145.b0884,511145.b1127,0
511145.b3052,511145.b3929,0
511145.b0773,511145.b2950,0
511145.b0407,511145.b2297,0
511145.b0763,511145.b3251,0
511145.b0104,511145.b3731,0
511145.b0090,511145.b1391,0
511145.b2676,511145.b3740,0
511145.b0032,511145.b1204,0
511145.b1727,511145.b2948,0
511145.b1983,511145.b2508,0
511145.b0525,511145.b3294,0
511145.b3315,511145.b3809,0
511145.b3983,511145.b3991,0
511145.b0409,511145.b3724,0
511145.b2563,511145.b2750,0
511145.b1090,511145.b4153,0
511145.b0172,511145.b1261,0
511145.b0243,511145.b4153,0
511145.b2533,511145.b3425,0
511145.b2950,511145.b3893,0
511145.b0736,511145.b1887,0
511145.b2319,511145.b3314,0
511145.b1469,511145.b2891,0
511145.b2599,511145.b4375,0
511145.b1094,511145.b3728,0
511145.b0086,511145.b2606,0
511145.b1682,511145.b2048,0
511145.b2309,511145.b3321,0
511145.b2533,511145.b2960,0
511145.b2530,511145.b3255,0
511145.b1288,511145.b2500,0
511145.b3303,511145.b3781,0
511145.b0041,511145.b0144,0
511145.b0085,511145.b2563,0
511145.b0990,511145.b4016,0
511145.b1913,511145.b3064,0
511145.b0014,511145.b4006,0
511145.b2526,511145.b2609,0
511145.b2367,511145.b3146,0
511145.b0023,511145.b2319,0
511145.b3386,511145.b3839,0
511145.b3701,511145.b4153,0
511145.b1107,511145.b3833,0
511145.b0198,511145.b0416,0
511145.b2127,511145.b2330,0
511145.b0785,511145.b2316,0
511145.b1099,511145.b3309,0
511145.b2779,511145.b4082,0
511145.b0032,511145.b3941,0
511145.b3857,511145.b4142,0
511145.b0720,511145.b2500,0
511145.b1681,511145.b3181,0
511145.b0933,511145.b1244,0
511145.b0081,511145.b2698,0
511145.b0428,511145.b1175,0
511145.b2904,511145.b2942,0
511145.b0071,511145.b3181,0
511145.b0869,511145.b2976,0
511145.b0637,511145.b3412,0
511145.b3924,511145.b4043,0
511145.b2608,511145.b2762,0
511145.b0525,511145.b3183,0
511145.b0169,511145.b1884,0
511145.b1682,511145.b2200,0
511145.b1133,511145.b3181,0
511145.b1114,511145.b3526,0
511145.b0492,511145.b3941,0
511145.b1516,511145.b3738,0
511145.b1073,511145.b1227,0
511145.b0066,511145.b3613,0
511145.b0884,511145.b4161,0
511145.b2533,511145.b2747,0
511145.b0945,511145.b3705,0
511145.b1135,511145.b2567,0
511145.b0606,511145.b3936,0
511145.b1092,511145.b3461,0
511145.b0090,511145.b1304,0
511145.b2024,511145.b3700,0
511145.b3301,511145.b3385,0
511145.b1807,511145.b2741,0
511145.b0783,511145.b2061,0
511145.b2423,511145.b2698,0
511145.b0891,511145.b4059,0
511145.b0029,511145.b3011,0
511145.b0933,511145.b2563,0
511145.b2185,511145.b4389,0
511145.b0409,511145.b1207,0
511145.b0152,511145.b4207,0
511145.b3295,511145.b3700,0
511145.b0450,511145.b2950,0
511145.b2319,511145.b3461,0
511145.b2011,511145.b3314,0
511145.b0008,511145.b3728,0
511145.b1712,511145.b3234,0
511145.b2926,511145.b3059,0
511145.b0512,511145.b0659,0
511145.b0055,511145.b0440,0
511145.b0055,511145.b3149,0
511145.b3058,511145.b3384,0
511145.b2023,511145.b2926,0
511145.b1086,511145.b4006,0
511145.b0071,511145.b0525,0
511145.b2167,511145.b4000,0
511145.b1719,511145.b2179,0
511145.b0882,511145.b1521,0
511145.b0728,511145.b3297,0
511145.b2926,511145.b3912,0
511145.b2127,511145.b2808,0
511145.b2127,511145.b4245,0
511145.b1940,511145.b3470,0
511145.b2096,511145.b2609,0
511145.b2509,511145.b3985,0
511145.b3725,511145.b4142,0
511145.b0827,511145.b1632,0
511145.b0634,511145.b1914,0
511145.b0178,511145.b1602,0
511145.b3751,511145.b4000,0
511145.b0680,511145.b3451,0
511145.b0881,511145.b3384,0
511145.b1304,511145.b2028,0
511145.b2697,511145.b3982,0
511145.b2476,511145.b2747,0
511145.b3213,511145.b3306,0
511145.b0033,511145.b3833,0
511145.b3929,511145.b4153,0
511145.b0077,511145.b3294,0
511145.b0710,511145.b3296,0
511145.b2594,511145.b3566,0
511145.b0696,511145.b1860,0
511145.b0178,511145.b1651,0
511145.b2569,511145.b4113,0
511145.b3259,511145.b3809,0
511145.b1838,511145.b1863,0
511145.b3839,511145.b3985,0
511145.b3304,511145.b3741,0
511145.b0610,511145.b2678,0
511145.b2458,511145.b2904,0
511145.b0525,511145.b3560,0
511145.b1094,511145.b2507,0
511145.b0072,511145.b0473,0
511145.b1749,511145.b3733,0
511145.b2496,511145.b4167,0
511145.b3261,511145.b3412,0
511145.b3117,511145.b3425,0
511145.b3006,511145.b3195,0
511145.b2937,511145.b4097,0
511145.b0933,511145.b1712,0
511145.b0095,511145.b0710,0
511145.b0439,511145.b3981,0
511145.b1176,511145.b3282,0
511145.b0185,511145.b0948,0
511145.b1094,511145.b1516,0
511145.b0710,511145.b2507,0
511145.b0386,511145.b3200,0
511145.b1681,511145.b2147,0
511145.b0779,511145.b3736,0
511145.b2508,511145.b2961,0
511145.b3751,511145.b4129,0
511145.b0144,511145.b1727,0
511145.b0176,511145.b3298,0
511145.b0102,511145.b1854,0
511145.b0892,511145.b1682,0
511145.b0198,511145.b0736,0
511145.b0653,511145.b3637,0
511145.b2614,511145.b2696,0
511145.b3203,511145.b3941,0
511145.b0104,511145.b2513,0
511145.b1676,511145.b3287,0
511145.b2844,511145.b3302,0
511145.b2752,511145.b3425,0
511145.b2894,511145.b3917,0
511145.b0640,511145.b2566,0
511145.b1176,511145.b3300,0
511145.b0882,511145.b3301,0
511145.b0742,511145.b2698,0
511145.b1263,511145.b3608,0
511145.b0637,511145.b1125,0
511145.b0907,511145.b2127,0
511145.b0869,511145.b2910,0
511145.b2048,511145.b2891,0
511145.b3733,511145.b4179,0
511145.b0078,511145.b2961,0
511145.b0630,511145.b3300,0
511145.b1133,511145.b3318,0
511145.b1830,511145.b2563,0
511145.b3072,511145.b3735,0
511145.b0492,511145.b2747,0
511145.b2496,511145.b2696,0
511145.b1861,511145.b3256,0
511145.b1779,511145.b2961,0
511145.b2096,511145.b3733,0
511145.b0408,511145.b3310,0
511145.b2153,511145.b3833,0
511145.b2942,511145.b4203,0
511145.b2894,511145.b3641,0
511145.b0114,511145.b0884,0
511145.b1698,511145.b3305,0
511145.b3181,511145.b4129,0
511145.b3833,511145.b3924,0
511145.b0724,511145.b3701,0
511145.b0710,511145.b3919,0
511145.b0783,511145.b0810,0
511145.b0694,511145.b1637,0
511145.b1000,511145.b4168,0
511145.b3731,511145.b4167,0
511145.b0046,511145.b3165,0
511145.b1204,511145.b2042,0
511145.b3983,511145.b4153,0
511145.b3203,511145.b3300,0
511145.b2779,511145.b3452,0
511145.b1226,511145.b4006,0
511145.b0173,511145.b3981,0
511145.b3320,511145.b3863,0
511145.b1681,511145.b3208,0
511145.b2319,511145.b3319,0
511145.b1714,511145.b2196,0
511145.b1176,511145.b2307,0
511145.b0185,511145.b1107,0
511145.b2890,511145.b3809,0
511145.b0008,511145.b3704,0
511145.b0091,511145.b0945,0
511145.b1918,511145.b2752,0
511145.b0907,511145.b3185,0
511145.b3208,511145.b3282,0
511145.b1207,511145.b2346,0
511145.b0156,511145.b1763,0
511145.b0654,511145.b0736,0
511145.b0605,511145.b3560,0
511145.b2746,511145.b4161,0
511145.b1084,511145.b1612,0
511145.b1465,511145.b1945,0
511145.b0429,511145.b2179,0
511145.b0091,511145.b3030,0
511145.b2752,511145.b3306,0
511145.b2762,511145.b3320,0
511145.b0583,511145.b1185,0
511145.b0416,511145.b3019,0
511145.b3186,511145.b4019,0
511145.b0437,511145.b4016,0
511145.b1637,511145.b3983,0
511145.b0032,511145.b2891,0
511145.b3931,511145.b4146,0
511145.b0215,511145.b1212,0
511145.b1972,511145.b2733,0
511145.b2496,511145.b3176,0
511145.b0098,511145.b3731,0
511145.b0009,511145.b1631,0
511145.b4006,511145.b4161,0
511145.b0440,511145.b0893,0
511145.b1290,511145.b3360,0
511145.b0864,511145.b4227,0
511145.b2179,511145.b3336,0
511145.b1684,511145.b4099,0
511145.b2243,511145.b2918,0
511145.b0156,511145.b0199,0
511145.b2147,511145.b3305,0
511145.b0933,511145.b1393,0
511145.b1204,511145.b2719,0
511145.b0046,511145.b1133,0
511145.b0191,511145.b2891,0
511145.b0661,511145.b1090,0
511145.b0472,511145.b1637,0
511145.b0095,511145.b3177,0
511145.b0085,511145.b2024,0
511145.b0721,511145.b3244,0
511145.b0176,511145.b0630,0
511145.b3149,511145.b3305,0
511145.b3296,511145.b3809,0
511145.b1683,511145.b2565,0
511145.b2960,511145.b3386,0
511145.b2316,511145.b3363,0
511145.b2479,511145.b2533,0
511145.b3204,511145.b3295,0
511145.b0191,511145.b2213,0
511145.b0170,511145.b0945,0
511145.b1091,511145.b2096,0
511145.b0148,511145.b2606,0
511145.b2235,511145.b3941,0
511145.b3294,511145.b3833,0
511145.b0049,511145.b2440,0
511145.b0078,511145.b0399,0
511145.b0213,511145.b2423,0
511145.b0472,511145.b3559,0
511145.b1131,511145.b1683,0
511145.b0893,511145.b1260,0
511145.b0243,511145.b3908,0
511145.b3315,511145.b3359,0
511145.b1450,511145.b4170,0
511145.b1390,511145.b2566,0
511145.b2594,511145.b2830,0
511145.b1264,511145.b3298,0
